,Date,State, Average Temperature,Anomaly
2341,May-14,Georgia,71.2,-1
2342,Jun-14,Georgia,78.3,-0.4
2343,Jul-14,Georgia,78.9,-2.1
2344,Aug-14,Georgia,79.2,-0.8
2345,Sep-14,Georgia,75.5,-0.3
2346,Oct-14,Georgia,65.6,-0.3
2347,Nov-14,Georgia,49.8,-4.9
2348,Dec-14,Georgia,51.3,0.4
2349,Jan-15,Georgia,44.9,-1.5
2350,Feb-15,Georgia,43.2,-7.8
2351,Mar-15,Georgia,58.8,2.2
2352,Apr-15,Georgia,66.8,2.3
2353,May-15,Georgia,72.4,0.2
2354,Jun-15,Georgia,79.3,0.6
2355,Jul-15,Georgia,81.5,0.5
2356,Aug-15,Georgia,79.5,-0.5
2357,Sep-15,Georgia,73.8,-2
2358,Oct-15,Georgia,64.8,-1.1
2359,Nov-15,Georgia,59.8,5.1
2360,Dec-15,Georgia,58.9,8
2361,Jan-16,Georgia,44.4,-2
2362,Feb-16,Georgia,50,-1
2363,Mar-16,Georgia,60.9,4.3
2364,Apr-16,Georgia,63.9,-0.6
2365,May-16,Georgia,70.8,-1.4
2366,Jun-16,Georgia,79.7,1
2367,Jul-16,Georgia,82.8,1.8
2368,Aug-16,Georgia,81.6,1.6
2369,Sep-16,Georgia,77.5,1.7
2370,Oct-16,Georgia,67.8,1.9
2371,Nov-16,Georgia,58,3.3
2372,Dec-16,Georgia,52.1,1.2
2373,Jan-17,Georgia,53.2,6.8
2374,Feb-17,Georgia,56.5,5.5
2375,Mar-17,Georgia,58,1.4
2376,Apr-17,Georgia,67.5,3
2377,May-17,Georgia,71.4,-0.8
2378,Jun-17,Georgia,76.6,-2.1
2379,Jul-17,Georgia,80.6,-0.4
2380,Aug-17,Georgia,79.4,-0.6
2381,Sep-17,Georgia,74,-1.8
2382,Oct-17,Georgia,67,1.1
2383,Nov-17,Georgia,56.4,1.7
2384,Dec-17,Georgia,49.3,-1.6
2385,Jan-18,Georgia,42.5,-3.9
2386,Feb-18,Georgia,59.2,8.2
2387,Mar-18,Georgia,54.5,-2.1
2388,Apr-18,Georgia,60.6,-3.9
2389,May-18,Georgia,73.7,1.5
2390,Jun-18,Georgia,79.3,0.6
2391,Jul-18,Georgia,80.2,-0.8
2392,Aug-18,Georgia,79.4,-0.6
2393,Sep-18,Georgia,79.8,4
2394,Oct-18,Georgia,68.4,2.5
2395,Nov-18,Georgia,53.2,-1.5
2396,Dec-18,Georgia,50.2,-0.7
2397,Jan-19,Georgia,48.2,1.8
2398,Feb-19,Georgia,56.1,5.1
2399,Mar-19,Georgia,56.3,-0.3
2400,Apr-19,Georgia,64.6,0.1
2401,May-19,Georgia,75.7,3.5
2402,Jun-19,Georgia,78.1,-0.6
2403,Jul-19,Georgia,81,0
2404,Aug-19,Georgia,80.7,0.7
2405,Sep-19,Georgia,79.1,3.3
2406,Oct-19,Georgia,69.7,3.8
2407,Nov-19,Georgia,52.8,-1.9
2408,Dec-19,Georgia,52.3,1.4
2409,Jan-20,Georgia,51.4,5
2410,Jan-00,Idaho,25.7,-0.1
2411,Feb-00,Idaho,32,3.7
2412,Mar-00,Idaho,34.5,-1.4
2413,Apr-00,Idaho,45.3,3.6
2414,May-00,Idaho,50.3,0.5
2415,Jun-00,Idaho,58.6,0.4
2416,Jul-00,Idaho,66.5,-0.5
2417,Aug-00,Idaho,66.3,0.7
2418,Sep-00,Idaho,54,-2.8
2419,Oct-00,Idaho,44.1,-0.5
2420,Nov-00,Idaho,25.7,-7.5
2421,Dec-00,Idaho,24.2,-0.5
2422,Jan-01,Idaho,23,-2.8
2423,Feb-01,Idaho,25.1,-3.2
2424,Mar-01,Idaho,36.6,0.7
2425,Apr-01,Idaho,40.1,-1.6
2426,May-01,Idaho,52.6,2.8
2427,Jun-01,Idaho,57.4,-0.8
2428,Jul-01,Idaho,65.6,-1.4
2429,Aug-01,Idaho,68.2,2.6
2430,Sep-01,Idaho,59.4,2.6
2431,Oct-01,Idaho,44.6,0
2432,Nov-01,Idaho,36.2,3
2433,Dec-01,Idaho,22.1,-2.6
2434,Jan-02,Idaho,23.2,-2.6
2435,Feb-02,Idaho,23.9,-4.4
2436,Mar-02,Idaho,30.1,-5.8
2437,Apr-02,Idaho,41.5,-0.2
2438,May-02,Idaho,48.7,-1.1
2439,Jun-02,Idaho,58.8,0.6
2440,Jul-02,Idaho,69,2
2441,Aug-02,Idaho,61.8,-3.8
2442,Sep-02,Idaho,55.9,-0.9
2443,Oct-02,Idaho,41,-3.6
2444,Nov-02,Idaho,32.8,-0.4
2445,Dec-02,Idaho,28.8,4.1
2446,Jan-03,Idaho,31.4,5.6
2447,Feb-03,Idaho,27.1,-1.2
2448,Mar-03,Idaho,36.3,0.4
2449,Apr-03,Idaho,40.8,-0.9
2450,May-03,Idaho,49.9,0.1
2451,Jun-03,Idaho,59.1,0.9
2452,Jul-03,Idaho,70.4,3.4
2453,Aug-03,Idaho,67.7,2.1
2454,Sep-03,Idaho,56.7,-0.1
2455,Oct-03,Idaho,48.7,4.1
2456,Nov-03,Idaho,28.2,-5
2457,Dec-03,Idaho,28.1,3.4
2458,Jan-04,Idaho,22.8,-3
2459,Feb-04,Idaho,26.3,-2
2460,Mar-04,Idaho,39.3,3.4
2461,Apr-04,Idaho,44.6,2.9
2462,May-04,Idaho,48.9,-0.9
2463,Jun-04,Idaho,58.4,0.2
2464,Jul-04,Idaho,66.3,-0.7
2465,Aug-04,Idaho,63.7,-1.9
2466,Sep-04,Idaho,53.7,-3.1
2467,Oct-04,Idaho,44.6,0
2468,Nov-04,Idaho,32.7,-0.5
2469,Dec-04,Idaho,28.5,3.8
2470,Jan-05,Idaho,26.5,0.7
2471,Feb-05,Idaho,28.5,0.2
2472,Mar-05,Idaho,35.9,0
2473,Apr-05,Idaho,41.7,0
2474,May-05,Idaho,49.9,0.1
2475,Jun-05,Idaho,54.3,-3.9
2476,Jul-05,Idaho,66.8,-0.2
2477,Aug-05,Idaho,64.8,-0.8
2478,Sep-05,Idaho,54.1,-2.7
2479,Oct-05,Idaho,45.5,0.9
2480,Nov-05,Idaho,32,-1.2
2481,Dec-05,Idaho,23,-1.7
2482,Jan-06,Idaho,27.9,2.1
2483,Feb-06,Idaho,24.4,-3.9
2484,Mar-06,Idaho,32.4,-3.5
2485,Apr-06,Idaho,42.8,1.1
2486,May-06,Idaho,51.8,2
2487,Jun-06,Idaho,60.6,2.4
2488,Jul-06,Idaho,70.1,3.1
2489,Aug-06,Idaho,63.7,-1.9
2490,Sep-06,Idaho,55.1,-1.7
2491,Oct-06,Idaho,43,-1.6
2492,Nov-06,Idaho,33.1,-0.1
2493,Dec-06,Idaho,25.3,0.6
2494,Jan-07,Idaho,20.7,-5.1
2495,Feb-07,Idaho,30.8,2.5
2496,Mar-07,Idaho,38.9,3
2497,Apr-07,Idaho,43,1.3
2498,May-07,Idaho,52,2.2
2499,Jun-07,Idaho,59.6,1.4
2500,Jul-07,Idaho,72,5
2501,Aug-07,Idaho,65.4,-0.2
2502,Sep-07,Idaho,54.9,-1.9
2503,Oct-07,Idaho,43.1,-1.5
2504,Nov-07,Idaho,33.5,0.3
2505,Dec-07,Idaho,23.4,-1.3
2506,Jan-08,Idaho,19.9,-5.9
2507,Feb-08,Idaho,27.6,-0.7
2508,Mar-08,Idaho,30.3,-5.6
2509,Apr-08,Idaho,36.3,-5.4
2510,May-08,Idaho,48.9,-0.9
2511,Jun-08,Idaho,56.3,-1.9
2512,Jul-08,Idaho,66.5,-0.5
2513,Aug-08,Idaho,64.8,-0.8
2514,Sep-08,Idaho,55.5,-1.3
2515,Oct-08,Idaho,44.5,-0.1
2516,Nov-08,Idaho,37.1,3.9
2517,Dec-08,Idaho,22.6,-2.1
2518,Jan-09,Idaho,25,-0.8
2519,Feb-09,Idaho,27.6,-0.7
2520,Mar-09,Idaho,31.4,-4.5
2521,Apr-09,Idaho,40.7,-1
2522,May-09,Idaho,50.8,1
2523,Jun-09,Idaho,56.3,-1.9
2524,Jul-09,Idaho,65.8,-1.2
2525,Aug-09,Idaho,63.8,-1.8
2526,Sep-09,Idaho,60.1,3.3
2527,Oct-09,Idaho,39.5,-5.1
2528,Nov-09,Idaho,33,-0.2
2529,Dec-09,Idaho,19.8,-4.9
2530,Jan-10,Idaho,28.2,2.4
2531,Feb-10,Idaho,28.9,0.6
2532,Mar-10,Idaho,35.2,-0.7
2533,Apr-10,Idaho,40,-1.7
2534,May-10,Idaho,44.1,-5.7
2535,Jun-10,Idaho,55.5,-2.7
2536,Jul-10,Idaho,64.2,-2.8
2537,Aug-10,Idaho,62.8,-2.8
2538,Sep-10,Idaho,56.4,-0.4
2539,Oct-10,Idaho,47.5,2.9
2540,Nov-10,Idaho,30.5,-2.7
2541,Dec-10,Idaho,26.6,1.9
2542,Jan-11,Idaho,24,-1.8
2543,Feb-11,Idaho,24.3,-4
2544,Mar-11,Idaho,33.4,-2.5
2545,Apr-11,Idaho,36.4,-5.3
2546,May-11,Idaho,45.8,-4
2547,Jun-11,Idaho,54,-4.2
2548,Jul-11,Idaho,64.3,-2.7
2549,Aug-11,Idaho,66.1,0.5
2550,Sep-11,Idaho,59.6,2.8
2551,Oct-11,Idaho,45.4,0.8
2552,Nov-11,Idaho,30.5,-2.7
2553,Dec-11,Idaho,24.8,0.1
2554,Jan-12,Idaho,26.8,1
2555,Feb-12,Idaho,28,-0.3
2556,Mar-12,Idaho,36.4,0.5
2557,Apr-12,Idaho,44.4,2.7
2558,May-12,Idaho,49,-0.8
2559,Jun-12,Idaho,56.9,-1.3
2560,Jul-12,Idaho,68.5,1.5
2561,Aug-12,Idaho,67.3,1.7
2562,Sep-12,Idaho,58.4,1.6
2563,Oct-12,Idaho,43.7,-0.9
2564,Nov-12,Idaho,36,2.8
2565,Dec-12,Idaho,25.8,1.1
2566,Jan-13,Idaho,20.2,-5.6
2567,Feb-13,Idaho,27.5,-0.8
2568,Mar-13,Idaho,35.1,-0.8
2569,Apr-13,Idaho,40.1,-1.6
2570,May-13,Idaho,51,1.2
2571,Jun-13,Idaho,59.3,1.1
2572,Jul-13,Idaho,69.6,2.6
2573,Aug-13,Idaho,67.6,2
2574,Sep-13,Idaho,57.1,0.3
2575,Oct-13,Idaho,42.1,-2.5
2576,Nov-13,Idaho,33.8,0.6
2577,Dec-13,Idaho,21.1,-3.6
2578,Jan-14,Idaho,27.7,1.9
2579,Feb-14,Idaho,28,-0.3
2580,Mar-14,Idaho,36.2,0.3
2581,Apr-14,Idaho,41.6,-0.1
2582,May-14,Idaho,51.6,1.8
2583,Jun-14,Idaho,56.7,-1.5
2584,Jul-14,Idaho,69.3,2.3
2585,Aug-14,Idaho,63.8,-1.8
2586,Sep-14,Idaho,57.6,0.8
2587,Oct-14,Idaho,48.5,3.9
2588,Nov-14,Idaho,31.1,-2.1
2589,Dec-14,Idaho,29.1,4.4
2590,Jan-15,Idaho,28.7,2.9
2591,Feb-15,Idaho,35.2,6.9
2592,Mar-15,Idaho,40.8,4.9
2593,Apr-15,Idaho,42.3,0.6
2594,May-15,Idaho,51.8,2
2595,Jun-15,Idaho,64.7,6.5
2596,Jul-15,Idaho,65.1,-1.9
2597,Aug-15,Idaho,65.8,0.2
2598,Sep-15,Idaho,57.2,0.4
2599,Oct-15,Idaho,50.7,6.1
2600,Nov-15,Idaho,29.9,-3.3
2601,Dec-15,Idaho,24.3,-0.4
2602,Jan-16,Idaho,25.8,0
2603,Feb-16,Idaho,31.9,3.6
2604,Mar-16,Idaho,37,1.1
2605,Apr-16,Idaho,47,5.3
2606,May-16,Idaho,50.6,0.8
2607,Jun-16,Idaho,61.2,3
2608,Jul-16,Idaho,64.8,-2.2
2609,Aug-16,Idaho,64.7,-0.9
2610,Sep-16,Idaho,54.6,-2.2
2611,Oct-16,Idaho,45.7,1.1
2612,Nov-16,Idaho,38.7,5.5
2613,Dec-16,Idaho,19.1,-5.6
2614,Jan-17,Idaho,18.5,-7.3
2615,Feb-17,Idaho,29.5,1.2
2616,Mar-17,Idaho,38.5,2.6
2617,Apr-17,Idaho,40.3,-1.4
2618,May-17,Idaho,50.6,0.8
2619,Jun-17,Idaho,59.1,0.9
2620,Jul-17,Idaho,70,3
2621,Aug-17,Idaho,66.9,1.3
2622,Sep-17,Idaho,55.7,-1.1
2623,Oct-17,Idaho,41.9,-2.7
2624,Nov-17,Idaho,34.9,1.7
2625,Dec-17,Idaho,25.2,0.5
2626,Jan-18,Idaho,30.4,4.6
2627,Feb-18,Idaho,26.2,-2.1
2628,Mar-18,Idaho,33.7,-2.2
2629,Apr-18,Idaho,42.4,0.7
2630,May-18,Idaho,54,4.2
2631,Jun-18,Idaho,57.7,-0.5
2632,Jul-18,Idaho,68.4,1.4
2633,Aug-18,Idaho,65,-0.6
2634,Sep-18,Idaho,56.2,-0.6
2635,Oct-18,Idaho,44,-0.6
2636,Nov-18,Idaho,32,-1.2
2637,Dec-18,Idaho,24.3,-0.4
2638,Jan-19,Idaho,26.3,0.5
2639,Feb-19,Idaho,23.2,-5.1
2640,Mar-19,Idaho,32.4,-3.5
2641,Apr-19,Idaho,42.9,1.2
2642,May-19,Idaho,49.8,0
2643,Jun-19,Idaho,57.2,-1
2644,Jul-19,Idaho,65.5,-1.5
2645,Aug-19,Idaho,66,0.4
2646,Sep-19,Idaho,55,-1.8
2647,Oct-19,Idaho,36.6,-8
2648,Nov-19,Idaho,34.3,1.1
2649,Dec-19,Idaho,26.6,1.9
2650,Jan-20,Idaho,27.3,1.5
2651,Jan-00,Illinois,27.3,0.9
2652,Feb-00,Illinois,37.4,7.8
2653,Mar-00,Illinois,46.2,4.7
2654,Apr-00,Illinois,51.5,-1.5
2655,May-00,Illinois,65.1,0.7
2656,Jun-00,Illinois,70.3,-2.7
2657,Jul-00,Illinois,73.2,-2.9
2658,Aug-00,Illinois,74.6,0.9
2659,Sep-00,Illinois,66.3,-1.8
2660,Oct-00,Illinois,58,2.5
2661,Nov-00,Illinois,38.9,-2.4
2662,Dec-00,Illinois,17.6,-15.1
2663,Jan-01,Illinois,25.7,-0.7
2664,Feb-01,Illinois,30.9,1.3
2665,Mar-01,Illinois,37.1,-4.4
2666,Apr-01,Illinois,57.6,4.6
2667,May-01,Illinois,64.8,0.4
2668,Jun-01,Illinois,69.8,-3.2
2669,Jul-01,Illinois,75.9,-0.2
2670,Aug-01,Illinois,74.6,0.9
2671,Sep-01,Illinois,64.4,-3.7
2672,Oct-01,Illinois,53.8,-1.7
2673,Nov-01,Illinois,49.9,8.6
2674,Dec-01,Illinois,35.8,3.1
2675,Jan-02,Illinois,33.6,7.2
2676,Feb-02,Illinois,34.6,5
2677,Mar-02,Illinois,37.8,-3.7
2678,Apr-02,Illinois,53.5,0.5
2679,May-02,Illinois,59.1,-5.3
2680,Jun-02,Illinois,73.9,0.9
2681,Jul-02,Illinois,78.2,2.1
2682,Aug-02,Illinois,75,1.3
2683,Sep-02,Illinois,69.3,1.2
2684,Oct-02,Illinois,52.1,-3.4
2685,Nov-02,Illinois,39.6,-1.7
2686,Dec-02,Illinois,32.2,-0.5
2687,Jan-03,Illinois,22.8,-3.6
2688,Feb-03,Illinois,26.4,-3.2
2689,Mar-03,Illinois,41.6,0.1
2690,Apr-03,Illinois,53.5,0.5
2691,May-03,Illinois,61.1,-3.3
2692,Jun-03,Illinois,67.9,-5.1
2693,Jul-03,Illinois,74.8,-1.3
2694,Aug-03,Illinois,75.3,1.6
2695,Sep-03,Illinois,64.1,-4
2696,Oct-03,Illinois,54.5,-1
2697,Nov-03,Illinois,44.8,3.5
2698,Dec-03,Illinois,33.8,1.1
2699,Jan-04,Illinois,24.7,-1.7
2700,Feb-04,Illinois,30,0.4
2701,Mar-04,Illinois,45.4,3.9
2702,Apr-04,Illinois,54.1,1.1
2703,May-04,Illinois,65.7,1.3
2704,Jun-04,Illinois,70,-3
2705,Jul-04,Illinois,72.8,-3.3
2706,Aug-04,Illinois,68.6,-5.1
2707,Sep-04,Illinois,67.7,-0.4
2708,Oct-04,Illinois,55.4,-0.1
2709,Nov-04,Illinois,45.6,4.3
2710,Dec-04,Illinois,31,-1.7
2711,Jan-05,Illinois,29.2,2.8
2712,Feb-05,Illinois,36.1,6.5
2713,Mar-05,Illinois,39,-2.5
2714,Apr-05,Illinois,55.4,2.4
2715,May-05,Illinois,60.9,-3.5
2716,Jun-05,Illinois,75,2
2717,Jul-05,Illinois,76.3,0.2
2718,Aug-05,Illinois,75.6,1.9
2719,Sep-05,Illinois,70.7,2.6
2720,Oct-05,Illinois,55.7,0.2
2721,Nov-05,Illinois,44.5,3.2
2722,Dec-05,Illinois,26,-6.7
2723,Jan-06,Illinois,38.1,11.7
2724,Feb-06,Illinois,30.9,1.3
2725,Mar-06,Illinois,41.8,0.3
2726,Apr-06,Illinois,57,4
2727,May-06,Illinois,62.3,-2.1
2728,Jun-06,Illinois,71.4,-1.6
2729,Jul-06,Illinois,77.1,1
2730,Aug-06,Illinois,74.7,1
2731,Sep-06,Illinois,63.7,-4.4
2732,Oct-06,Illinois,51.3,-4.2
2733,Nov-06,Illinois,44.4,3.1
2734,Dec-06,Illinois,35.3,2.6
2735,Jan-07,Illinois,30.3,3.9
2736,Feb-07,Illinois,21.7,-7.9
2737,Mar-07,Illinois,48,6.5
2738,Apr-07,Illinois,50.2,-2.8
2739,May-07,Illinois,67.6,3.2
2740,Jun-07,Illinois,72.7,-0.3
2741,Jul-07,Illinois,73.3,-2.8
2742,Aug-07,Illinois,78.2,4.5
2743,Sep-07,Illinois,69.8,1.7
2744,Oct-07,Illinois,59.9,4.4
2745,Nov-07,Illinois,42.2,0.9
2746,Dec-07,Illinois,30.2,-2.5
2747,Jan-08,Illinois,26.9,0.5
2748,Feb-08,Illinois,26,-3.6
2749,Mar-08,Illinois,39,-2.5
2750,Apr-08,Illinois,51.4,-1.6
2751,May-08,Illinois,59,-5.4
2752,Jun-08,Illinois,73.2,0.2
2753,Jul-08,Illinois,74.5,-1.6
2754,Aug-08,Illinois,71.8,-1.9
2755,Sep-08,Illinois,67.1,-1
2756,Oct-08,Illinois,54.2,-1.3
2757,Nov-08,Illinois,41.1,-0.2
2758,Dec-08,Illinois,26.8,-5.9
2759,Jan-09,Illinois,20.6,-5.8
2760,Feb-09,Illinois,32.5,2.9
2761,Mar-09,Illinois,43.6,2.1
2762,Apr-09,Illinois,51.4,-1.6
2763,May-09,Illinois,62.8,-1.6
2764,Jun-09,Illinois,72.7,-0.3
2765,Jul-09,Illinois,70.3,-5.8
2766,Aug-09,Illinois,70.9,-2.8
2767,Sep-09,Illinois,65.9,-2.2
2768,Oct-09,Illinois,50.1,-5.4
2769,Nov-09,Illinois,47.2,5.9
2770,Dec-09,Illinois,29.1,-3.6
2771,Jan-10,Illinois,21.5,-4.9
2772,Feb-10,Illinois,25.7,-3.9
2773,Mar-10,Illinois,43.8,2.3
2774,Apr-10,Illinois,58.7,5.7
2775,May-10,Illinois,64.3,-0.1
2776,Jun-10,Illinois,74.9,1.9
2777,Jul-10,Illinois,77.6,1.5
2778,Aug-10,Illinois,76.8,3.1
2779,Sep-10,Illinois,67.2,-0.9
2780,Oct-10,Illinois,56.5,1
2781,Nov-10,Illinois,43.7,2.4
2782,Dec-10,Illinois,24,-8.7
2783,Jan-11,Illinois,22.7,-3.7
2784,Feb-11,Illinois,30.2,0.6
2785,Mar-11,Illinois,41.6,0.1
2786,Apr-11,Illinois,53.1,0.1
2787,May-11,Illinois,62.1,-2.3
2788,Jun-11,Illinois,72.9,-0.1
2789,Jul-11,Illinois,79.9,3.8
2790,Aug-11,Illinois,74.8,1.1
2791,Sep-11,Illinois,63.6,-4.5
2792,Oct-11,Illinois,55.2,-0.3
2793,Nov-11,Illinois,45.8,4.5
2794,Dec-11,Illinois,35.9,3.2
2795,Jan-12,Illinois,31.9,5.5
2796,Feb-12,Illinois,35.8,6.2
2797,Mar-12,Illinois,55.5,14
2798,Apr-12,Illinois,54.6,1.6
2799,May-12,Illinois,68.1,3.7
2800,Jun-12,Illinois,72.6,-0.4
2801,Jul-12,Illinois,81.8,5.7
2802,Aug-12,Illinois,73.6,-0.1
2803,Sep-12,Illinois,64.9,-3.2
2804,Oct-12,Illinois,52.5,-3
2805,Nov-12,Illinois,41.2,-0.1
2806,Dec-12,Illinois,36.8,4.1
2807,Jan-13,Illinois,29.2,2.8
2808,Feb-13,Illinois,29.9,0.3
2809,Mar-13,Illinois,34.3,-7.2
2810,Apr-13,Illinois,50.2,-2.8
2811,May-13,Illinois,63.9,-0.5
2812,Jun-13,Illinois,71.5,-1.5
2813,Jul-13,Illinois,73.1,-3
2814,Aug-13,Illinois,72.8,-0.9
2815,Sep-13,Illinois,68.6,0.5
2816,Oct-13,Illinois,54.5,-1
2817,Nov-13,Illinois,38.8,-2.5
2818,Dec-13,Illinois,26.2,-6.5
2819,Jan-14,Illinois,19.3,-7.1
2820,Feb-14,Illinois,19.4,-10.2
2821,Mar-14,Illinois,34.4,-7.1
2822,Apr-14,Illinois,52.4,-0.6
2823,May-14,Illinois,63.7,-0.7
2824,Jun-14,Illinois,73,0
2825,Jul-14,Illinois,70.3,-5.8
2826,Aug-14,Illinois,73.8,0.1
2827,Sep-14,Illinois,64.7,-3.4
2828,Oct-14,Illinois,54.3,-1.2
2829,Nov-14,Illinois,34.6,-6.7
2830,Dec-14,Illinois,33.9,1.2
2831,Jan-15,Illinois,25.7,-0.7
2832,Feb-15,Illinois,19.4,-10.2
2833,Mar-15,Illinois,38.3,-3.2
2834,Apr-15,Illinois,54.3,1.3
2835,May-15,Illinois,64.9,0.5
2836,Jun-15,Illinois,71.7,-1.3
2837,Jul-15,Illinois,74.2,-1.9
2838,Aug-15,Illinois,71.9,-1.8
2839,Sep-15,Illinois,70.4,2.3
2840,Oct-15,Illinois,56,0.5
2841,Nov-15,Illinois,46.6,5.3
2842,Dec-15,Illinois,41.1,8.4
2843,Jan-16,Illinois,26.9,0.5
2844,Feb-16,Illinois,33.8,4.2
2845,Mar-16,Illinois,47.3,5.8
2846,Apr-16,Illinois,53,0
2847,May-16,Illinois,62,-2.4
2848,Jun-16,Illinois,74.8,1.8
2849,Jul-16,Illinois,75.6,-0.5
2850,Aug-16,Illinois,75.7,2
2851,Sep-16,Illinois,70.8,2.7
2852,Oct-16,Illinois,59.9,4.4
2853,Nov-16,Illinois,48.1,6.8
2854,Dec-16,Illinois,28.9,-3.8
2855,Jan-17,Illinois,32.1,5.7
2856,Feb-17,Illinois,41.1,11.5
2857,Mar-17,Illinois,43.2,1.7
2858,Apr-17,Illinois,56.5,3.5
2859,May-17,Illinois,61.9,-2.5
2860,Jun-17,Illinois,72.7,-0.3
2861,Jul-17,Illinois,76.1,0
2862,Aug-17,Illinois,70.5,-3.2
2863,Sep-17,Illinois,68.8,0.7
2864,Oct-17,Illinois,58.1,2.6
2865,Nov-17,Illinois,41.9,0.6
2866,Dec-17,Illinois,29.8,-2.9
2867,Jan-18,Illinois,24.1,-2.3
2868,Feb-18,Illinois,31.8,2.2
2869,Mar-18,Illinois,39.2,-2.3
2870,Apr-18,Illinois,44.8,-8.2
2871,May-18,Illinois,70.7,6.3
2872,Jun-18,Illinois,74.9,1.9
2873,Jul-18,Illinois,75,-1.1
2874,Aug-18,Illinois,74.7,1
2875,Sep-18,Illinois,70.3,2.2
2876,Oct-18,Illinois,54.2,-1.3
2877,Nov-18,Illinois,35.6,-5.7
2878,Dec-18,Illinois,34.4,1.7
2879,Jan-19,Illinois,25.4,-1
2880,Feb-19,Illinois,29.3,-0.3
2881,Mar-19,Illinois,37.3,-4.2
2882,Apr-19,Illinois,52.5,-0.5
2883,May-19,Illinois,62.5,-1.9
2884,Jun-19,Illinois,70.9,-2.1
2885,Jul-19,Illinois,77.4,1.3
2886,Aug-19,Illinois,72.8,-0.9
2887,Sep-19,Illinois,71.6,3.5
2888,Oct-19,Illinois,53.7,-1.8
2889,Nov-19,Illinois,36.2,-5.1
2890,Dec-19,Illinois,35.6,2.9
2891,Jan-20,Illinois,31.9,5.5
2892,Jan-00,Indiana,26.6,-0.8
2893,Feb-00,Indiana,36.7,6.1
2894,Mar-00,Indiana,45.4,4.2
2895,Apr-00,Indiana,50.4,-2.2
2896,May-00,Indiana,64.2,0.2
2897,Jun-00,Indiana,70.4,-1.6
2898,Jul-00,Indiana,71.8,-3.1
2899,Aug-00,Indiana,72,-0.7
2900,Sep-00,Indiana,64.4,-2.9
2901,Oct-00,Indiana,57.2,1.9
2902,Nov-00,Indiana,40.3,-1.1
2903,Dec-00,Indiana,19.2,-14.5
2904,Jan-01,Indiana,26.9,-0.5
2905,Feb-01,Indiana,33.5,2.9
2906,Mar-01,Indiana,37.2,-4
2907,Apr-01,Indiana,56.5,3.9
2908,May-01,Indiana,64,0
2909,Jun-01,Indiana,69.1,-2.9
2910,Jul-01,Indiana,73.7,-1.2
2911,Aug-01,Indiana,73.8,1.1
2912,Sep-01,Indiana,63.6,-3.7
2913,Oct-01,Indiana,53.7,-1.6
2914,Nov-01,Indiana,49,7.6
2915,Dec-01,Indiana,36.9,3.2
2916,Jan-02,Indiana,34.1,6.7
2917,Feb-02,Indiana,35.2,4.6
2918,Mar-02,Indiana,38.3,-2.9
2919,Apr-02,Indiana,53.5,0.9
2920,May-02,Indiana,58.4,-5.6
2921,Jun-02,Indiana,72.9,0.9
2922,Jul-02,Indiana,77,2.1
2923,Aug-02,Indiana,74.8,2.1
2924,Sep-02,Indiana,69.2,1.9
2925,Oct-02,Indiana,52.4,-2.9
2926,Nov-02,Indiana,39.9,-1.5
2927,Dec-02,Indiana,31.7,-2
2928,Jan-03,Indiana,21.6,-5.8
2929,Feb-03,Indiana,25.7,-4.9
2930,Mar-03,Indiana,42.1,0.9
2931,Apr-03,Indiana,53.2,0.6
2932,May-03,Indiana,60.5,-3.5
2933,Jun-03,Indiana,67.1,-4.9
2934,Jul-03,Indiana,73,-1.9
2935,Aug-03,Indiana,73.8,1.1
2936,Sep-03,Indiana,63.4,-3.9
2937,Oct-03,Indiana,52.9,-2.4
2938,Nov-03,Indiana,46,4.6
2939,Dec-03,Indiana,33.5,-0.2
2940,Jan-04,Indiana,24.5,-2.9
2941,Feb-04,Indiana,29.9,-0.7
2942,Mar-04,Indiana,44.3,3.1
2943,Apr-04,Indiana,53.3,0.7
2944,May-04,Indiana,65.9,1.9
2945,Jun-04,Indiana,69.5,-2.5
2946,Jul-04,Indiana,72,-2.9
2947,Aug-04,Indiana,68.6,-4.1
2948,Sep-04,Indiana,67.1,-0.2
2949,Oct-04,Indiana,54.8,-0.5
2950,Nov-04,Indiana,45.9,4.5
2951,Dec-04,Indiana,30.8,-2.9
2952,Jan-05,Indiana,29.9,2.5
2953,Feb-05,Indiana,34.8,4.2
2954,Mar-05,Indiana,37.3,-3.9
2955,Apr-05,Indiana,54,1.4
2956,May-05,Indiana,59.2,-4.8
2957,Jun-05,Indiana,73.4,1.4
2958,Jul-05,Indiana,75,0.1
2959,Aug-05,Indiana,74.9,2.2
2960,Sep-05,Indiana,69.2,1.9
2961,Oct-05,Indiana,55.2,-0.1
2962,Nov-05,Indiana,44.6,3.2
2963,Dec-05,Indiana,26.7,-7
2964,Jan-06,Indiana,39.1,11.7
2965,Feb-06,Indiana,31.7,1.1
2966,Mar-06,Indiana,40.7,-0.5
2967,Apr-06,Indiana,55.7,3.1
2968,May-06,Indiana,60.1,-3.9
2969,Jun-06,Indiana,69.8,-2.2
2970,Jul-06,Indiana,75.4,0.5
2971,Aug-06,Indiana,73.6,0.9
2972,Sep-06,Indiana,62.5,-4.8
2973,Oct-06,Indiana,51.1,-4.2
2974,Nov-06,Indiana,44.1,2.7
2975,Dec-06,Indiana,37.3,3.6
2976,Jan-07,Indiana,32.2,4.8
